0.15, 0.20, 0.20
0.00, 0.00, 0.00
0.00, 1.04, 0.00
0.00, 0.00, 0.00
0.00, 0.00, 0.00
0.00, 0.00, 0.00
0.00, 0.00, 0.00
0.20, 0.20, 0.20
0.00, 0.00, 0.00
0.00,-1.04, 0.00
0.00, 0.00, 0.00
0.00, 0.00, 0.00
0.00, 0.00, 0.00
0.00, 0.00, 0.00
5.00, 5.00, 0.00
2.00, 2.00, 0.00
1.00, 1.00, 1.00
0.00, 1.00, 2.00
0.00, 0.00, 0.00
0.00, 0.00, 0.00
0.00, 0.00, 0.00
0.00, 0.00, 0.00
