 0.177600, 0.177600, 0.189399, 0.189399, 0.189399, 0.189399, 0.149399, 0.149399, 0.149399
 0.000000, 0.000000, 0.000000,-0.000000,-0.000000, 0.000000, 0.000000,-0.000000,-0.000000
 0.000000, 0.000000,-0.396914, 0.396914, 0.396914,-0.396914,-0.396914, 0.396914, 0.396914
-0.000000,-0.000000, 0.448667, 0.448667,-0.448667,-0.448667, 0.448667, 0.448667,-0.448667
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
-0.000000,-0.000000, 0.000000,-0.000000,-0.000000,-0.000000, 0.000000,-0.000000,-0.000000
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.177600, 0.189399, 0.189399, 0.189399, 0.189399, 0.149399, 0.149399, 0.149399, 0.149399
 0.000000, 0.000000,-0.000000,-0.000000, 0.000000, 0.000000,-0.000000,-0.000000, 0.000000
 0.000000,-0.396914, 0.396914, 0.396914,-0.396914,-0.396914, 0.396914, 0.396914,-0.396914
-0.000000, 0.448667, 0.448667,-0.448667,-0.448667, 0.448667, 0.448667,-0.448667,-0.448667
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
-0.000000, 0.000000,-0.000000,-0.000000,-0.000000, 0.000000,-0.000000,-0.000000,-0.000000
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.010000, 3.000000, 3.000000, 3.000000, 3.000000, 3.000000, 3.000000, 3.000000, 3.000000
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000
 0.000000, 1.000000, 2.000000, 3.000000, 4.000000, 5.000000, 6.000000, 7.000000, 8.000000
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
